# US ZIP (ZCTA) -> county, largest-area match — US Census 2020 ZCTA-county relationship file, public domain.
# zip,county,state_fips
13755,Delaware County,36
13756,Delaware County,36
13757,Delaware County,36
13760,Broome County,36
13774,Delaware County,36
13775,Delaware County,36
13776,Otsego County,36
13777,Broome County,36
13778,Chenango County,36
13780,Chenango County,36
13782,Delaware County,36
13783,Delaware County,36
13784,Cortland County,36
13786,Delaware County,36
13787,Broome County,36
13788,Delaware County,36
13790,Broome County,36
13795,Broome County,36
13796,Otsego County,36
13797,Broome County,36
13801,Chenango County,36
13802,Broome County,36
13803,Cortland County,36
13804,Delaware County,36
13806,Delaware County,36
13807,Otsego County,36
13808,Otsego County,36
13809,Otsego County,36
13810,Otsego County,36
13811,Tioga County,36
13812,Tioga County,36
13813,Broome County,36
13814,Chenango County,36
13815,Chenango County,36
13820,Otsego County,36
13825,Otsego County,36
13826,Broome County,36
13827,Tioga County,36
13830,Chenango County,36
13832,Chenango County,36
13833,Broome County,36
13834,Otsego County,36
13835,Tioga County,36
13838,Delaware County,36
13839,Delaware County,36
13841,Chenango County,36
13842,Delaware County,36
13843,Otsego County,36
13844,Chenango County,36
13846,Delaware County,36
13847,Delaware County,36
13849,Otsego County,36
13850,Broome County,36
13856,Delaware County,36
13859,Otsego County,36
13860,Delaware County,36
13861,Otsego County,36
13862,Broome County,36
13863,Cortland County,36
13864,Tioga County,36
13865,Broome County,36
13901,Broome County,36
13902,Broome County,36
13903,Broome County,36
13904,Broome County,36
13905,Broome County,36
14001,Erie County,36
14004,Erie County,36
14005,Genesee County,36
14006,Erie County,36
14008,Niagara County,36
14009,Wyoming County,36
14011,Wyoming County,36
14012,Niagara County,36
14013,Genesee County,36
14020,Genesee County,36
14024,Wyoming County,36
14025,Erie County,36
14026,Erie County,36
14027,Erie County,36
14028,Niagara County,36
14029,Allegany County,36
14030,Erie County,36
14031,Erie County,36
14032,Erie County,36
14033,Erie County,36
14034,Erie County,36
14035,Erie County,36
14036,Genesee County,36
14037,Wyoming County,36
14039,Wyoming County,36
14040,Genesee County,36
14041,Cattaraugus County,36
14042,Cattaraugus County,36
14043,Erie County,36
14047,Erie County,36
14048,Chautauqua County,36
14051,Erie County,36
14052,Erie County,36
14054,Genesee County,36
14055,Erie County,36
14056,Genesee County,36
14057,Erie County,36
14058,Genesee County,36
14059,Erie County,36
14060,Allegany County,36
14061,Erie County,36
14062,Chautauqua County,36
14063,Chautauqua County,36
14065,Cattaraugus County,36
14066,Wyoming County,36
14067,Niagara County,36
14068,Erie County,36
14069,Erie County,36
14070,Cattaraugus County,36
14072,Erie County,36
14075,Erie County,36
14080,Erie County,36
14081,Erie County,36
14082,Wyoming County,36
14083,Wyoming County,36
14085,Erie County,36
14086,Erie County,36
14091,Erie County,36
14092,Niagara County,36
14094,Niagara County,36
14098,Orleans County,36
14101,Cattaraugus County,36
14102,Erie County,36
14103,Orleans County,36
14105,Niagara County,36
14108,Niagara County,36
14109,Niagara County,36
14111,Erie County,36
14112,Erie County,36
14113,Wyoming County,36
14120,Niagara County,36
14125,Genesee County,36
14126,Niagara County,36
14127,Erie County,36
14129,Cattaraugus County,36
14130,Wyoming County,36
14131,Niagara County,36
14132,Niagara County,36
14134,Erie County,36
14135,Chautauqua County,36
14136,Chautauqua County,36
14138,Cattaraugus County,36
14139,Erie County,36
14141,Erie County,36
14143,Genesee County,36
14145,Wyoming County,36
14150,Erie County,36
14166,Chautauqua County,36
14167,Wyoming County,36
14168,Cattaraugus County,36
14169,Erie County,36
14170,Erie County,36
14171,Cattaraugus County,36
14172,Niagara County,36
14173,Cattaraugus County,36
14174,Niagara County,36
14201,Erie County,36
14202,Erie County,36
14203,Erie County,36
14204,Erie County,36
14206,Erie County,36
14207,Erie County,36
14208,Erie County,36
14209,Erie County,36
14210,Erie County,36
14211,Erie County,36
14212,Erie County,36
14213,Erie County,36
14214,Erie County,36
14215,Erie County,36
14216,Erie County,36
14217,Erie County,36
14218,Erie County,36
14219,Erie County,36
14220,Erie County,36
14221,Erie County,36
14222,Erie County,36
14223,Erie County,36
14224,Erie County,36
14225,Erie County,36
14226,Erie County,36
14227,Erie County,36
14228,Erie County,36
14260,Erie County,36
14261,Erie County,36
14301,Niagara County,36
14302,Niagara County,36
14303,Niagara County,36
14304,Niagara County,36
14305,Niagara County,36
14411,Orleans County,36
14413,Wayne County,36
14414,Livingston County,36
14415,Yates County,36
14416,Genesee County,36
14418,Yates County,36
14420,Monroe County,36
14422,Genesee County,36
14423,Livingston County,36
14424,Ontario County,36
14425,Ontario County,36
14427,Wyoming County,36
14428,Monroe County,36
14432,Ontario County,36
14433,Wayne County,36
14435,Livingston County,36
14437,Livingston County,36
14441,Yates County,36
14445,Monroe County,36
14450,Monroe County,36
14453,Ontario County,36
14454,Livingston County,36
14456,Ontario County,36
14462,Livingston County,36
14463,Ontario County,36
14464,Monroe County,36
14466,Ontario County,36
14467,Monroe County,36
14468,Monroe County,36
14469,Ontario County,36
14470,Orleans County,36
14471,Ontario County,36
14472,Monroe County,36
14475,Ontario County,36
14476,Orleans County,36
14477,Orleans County,36
14478,Yates County,36
14479,Orleans County,36
14480,Livingston County,36
14481,Livingston County,36
14482,Genesee County,36
14485,Livingston County,36
14486,Livingston County,36
14487,Livingston County,36
14489,Wayne County,36
14502,Wayne County,36
14504,Ontario County,36
14505,Wayne County,36
14506,Monroe County,36
14507,Yates County,36
14510,Livingston County,36
14511,Monroe County,36
14512,Ontario County,36
14513,Wayne County,36
14514,Monroe County,36
14515,Monroe County,36
14516,Wayne County,36
14517,Livingston County,36
14519,Wayne County,36
14521,Seneca County,36
14522,Wayne County,36
14525,Genesee County,36
14526,Monroe County,36
14527,Yates County,36
14529,Steuben County,36
14530,Wyoming County,36
14532,Ontario County,36
14533,Livingston County,36
14534,Monroe County,36
14536,Wyoming County,36
14537,Ontario County,36
14539,Livingston County,36
14541,Seneca County,36
14542,Wayne County,36
14543,Monroe County,36
14544,Yates County,36
14545,Livingston County,36
14546,Monroe County,36
14548,Ontario County,36
14549,Wyoming County,36
14550,Wyoming County,36
14551,Wayne County,36
14555,Wayne County,36
14556,Livingston County,36
14557,Genesee County,36
14559,Monroe County,36
14560,Ontario County,36
14561,Ontario County,36
14564,Ontario County,36
14568,Wayne County,36
14569,Wyoming County,36
14571,Orleans County,36
14572,Steuben County,36
14580,Monroe County,36
14585,Ontario County,36
14586,Monroe County,36
14588,Seneca County,36
14589,Wayne County,36
14590,Wayne County,36
14591,Wyoming County,36
14592,Livingston County,36
14604,Monroe County,36
14605,Monroe County,36
14606,Monroe County,36
14607,Monroe County,36
14608,Monroe County,36
14609,Monroe County,36
14610,Monroe County,36
14611,Monroe County,36
14612,Monroe County,36
14613,Monroe County,36
14614,Monroe County,36
14615,Monroe County,36
14616,Monroe County,36
14617,Monroe County,36
14618,Monroe County,36
14619,Monroe County,36
14620,Monroe County,36
14621,Monroe County,36
14622,Monroe County,36
14623,Monroe County,36
14624,Monroe County,36
14625,Monroe County,36
14626,Monroe County,36
14627,Monroe County,36
14642,Monroe County,36
14701,Chautauqua County,36
14706,Cattaraugus County,36
14707,Allegany County,36
14708,Allegany County,36
14709,Allegany County,36
14710,Chautauqua County,36
14711,Allegany County,36
14712,Chautauqua County,36
14714,Allegany County,36
14715,Allegany County,36
14716,Chautauqua County,36
14717,Allegany County,36
14718,Chautauqua County,36
14719,Cattaraugus County,36
14720,Chautauqua County,36
14721,Allegany County,36
14722,Chautauqua County,36
14723,Chautauqua County,36
14724,Chautauqua County,36
14726,Cattaraugus County,36
14727,Allegany County,36
14728,Chautauqua County,36
14729,Cattaraugus County,36
14731,Cattaraugus County,36
14732,Chautauqua County,36
14733,Chautauqua County,36
14735,Allegany County,36
14736,Chautauqua County,36
14737,Cattaraugus County,36
14738,Chautauqua County,36
14739,Allegany County,36
14740,Chautauqua County,36
14741,Cattaraugus County,36
14742,Chautauqua County,36
14743,Cattaraugus County,36
14744,Allegany County,36
14747,Chautauqua County,36
14748,Cattaraugus County,36
14750,Chautauqua County,36
14752,Chautauqua County,36
14753,Cattaraugus County,36
14754,Allegany County,36
14755,Cattaraugus County,36
14756,Chautauqua County,36
14757,Chautauqua County,36
14760,Cattaraugus County,36
14767,Chautauqua County,36
14769,Chautauqua County,36
14770,Allegany County,36
14772,Cattaraugus County,36
14774,Allegany County,36
14775,Chautauqua County,36
14777,Allegany County,36
14778,Cattaraugus County,36
14779,Cattaraugus County,36
14781,Chautauqua County,36
14782,Chautauqua County,36
14783,Cattaraugus County,36
14784,Chautauqua County,36
14785,Chautauqua County,36
14787,Chautauqua County,36
14788,Cattaraugus County,36
14801,Steuben County,36
14802,Allegany County,36
14803,Allegany County,36
14804,Allegany County,36
14805,Schuyler County,36
14806,Allegany County,36
14807,Steuben County,36
14808,Steuben County,36
14809,Steuben County,36
14810,Steuben County,36
14812,Schuyler County,36
14813,Allegany County,36
14814,Chemung County,36
14815,Schuyler County,36
14816,Chemung County,36
14817,Tompkins County,36
14818,Schuyler County,36
14819,Steuben County,36
14820,Steuben County,36
14821,Steuben County,36
14822,Allegany County,36
14823,Steuben County,36
14824,Schuyler County,36
14825,Chemung County,36
14826,Steuben County,36
14827,Steuben County,36
14830,Steuben County,36
14836,Livingston County,36
14837,Yates County,36
14838,Chemung County,36
14839,Steuben County,36
14840,Steuben County,36
14841,Schuyler County,36
14842,Yates County,36
14843,Steuben County,36
14845,Chemung County,36
14846,Livingston County,36
14847,Seneca County,36
14850,Tompkins County,36
14853,Tompkins County,36
14854,Tompkins County,36
14855,Steuben County,36
14856,Steuben County,36
14858,Steuben County,36
14859,Tioga County,36
14860,Seneca County,36
14861,Chemung County,36
14864,Chemung County,36
14865,Schuyler County,36
14867,Tompkins County,36
14869,Schuyler County,36
14870,Steuben County,36
14871,Chemung County,36
14872,Chemung County,36
14873,Steuben County,36
14874,Steuben County,36
14877,Steuben County,36
14878,Schuyler County,36
14879,Steuben County,36
14880,Allegany County,36
14881,Tompkins County,36
14882,Tompkins County,36
14883,Tioga County,36
14884,Allegany County,36
14885,Steuben County,36
14886,Tompkins County,36
14889,Chemung County,36
14891,Schuyler County,36
14892,Tioga County,36
14893,Steuben County,36
14894,Chemung County,36
14895,Allegany County,36
14897,Allegany County,36
14898,Steuben County,36
14901,Chemung County,36
14903,Chemung County,36
14904,Chemung County,36
14905,Chemung County,36
15001,Beaver County,42
15003,Beaver County,42
15004,Washington County,42
15005,Beaver County,42
15006,Allegheny County,42
15007,Allegheny County,42
15009,Beaver County,42
15010,Beaver County,42
15012,Westmoreland County,42
15014,Allegheny County,42
15015,Allegheny County,42
15017,Allegheny County,42
15018,Allegheny County,42
15019,Washington County,42
15020,Allegheny County,42
15021,Washington County,42
15022,Washington County,42
15024,Allegheny County,42
15025,Allegheny County,42
15026,Beaver County,42
15027,Beaver County,42
15028,Allegheny County,42
15030,Allegheny County,42
15031,Allegheny County,42
15033,Washington County,42
15034,Allegheny County,42
15035,Allegheny County,42
15037,Allegheny County,42
15038,Washington County,42
15042,Beaver County,42
15043,Beaver County,42
15044,Allegheny County,42
15045,Allegheny County,42
15046,Allegheny County,42
15047,Allegheny County,42
15049,Allegheny County,42
15050,Beaver County,42
15051,Allegheny County,42
15052,Beaver County,42
15053,Washington County,42
15054,Washington County,42
15055,Washington County,42
15056,Allegheny County,42
15057,Washington County,42
15059,Beaver County,42
15060,Washington County,42
15061,Beaver County,42
15062,Westmoreland County,42
15063,Washington County,42
15064,Allegheny County,42
15065,Allegheny County,42
15066,Beaver County,42
15067,Washington County,42
15068,Westmoreland County,42
15071,Allegheny County,42
15072,Westmoreland County,42
15074,Beaver County,42
15075,Allegheny County,42
15076,Allegheny County,42
15077,Beaver County,42
15078,Washington County,42
15081,Beaver County,42
15082,Allegheny County,42
15083,Westmoreland County,42
15084,Allegheny County,42
15085,Westmoreland County,42
15086,Allegheny County,42
15087,Westmoreland County,42
15088,Allegheny County,42
15089,Westmoreland County,42
15090,Allegheny County,42
15101,Allegheny County,42
15102,Allegheny County,42
15104,Allegheny County,42
15106,Allegheny County,42
15108,Allegheny County,42
15110,Allegheny County,42
15112,Allegheny County,42
15116,Allegheny County,42
15120,Allegheny County,42
15122,Allegheny County,42
15123,Allegheny County,42
15126,Allegheny County,42
15129,Allegheny County,42
15131,Allegheny County,42
15132,Allegheny County,42
15133,Allegheny County,42
15135,Allegheny County,42
15136,Allegheny County,42
15137,Allegheny County,42
15139,Allegheny County,42
15140,Allegheny County,42
15142,Allegheny County,42
15143,Allegheny County,42
15144,Allegheny County,42
15145,Allegheny County,42
15146,Allegheny County,42
15147,Allegheny County,42
15148,Allegheny County,42
15201,Allegheny County,42
15202,Allegheny County,42
15203,Allegheny County,42
15204,Allegheny County,42
15205,Allegheny County,42
15206,Allegheny County,42
15207,Allegheny County,42
15208,Allegheny County,42
15209,Allegheny County,42
15210,Allegheny County,42
15211,Allegheny County,42
15212,Allegheny County,42
15213,Allegheny County,42
15214,Allegheny County,42
15215,Allegheny County,42
15216,Allegheny County,42
15217,Allegheny County,42
15218,Allegheny County,42
15219,Allegheny County,42
15220,Allegheny County,42
15221,Allegheny County,42
15222,Allegheny County,42
15223,Allegheny County,42
15224,Allegheny County,42
15225,Allegheny County,42
15226,Allegheny County,42
15227,Allegheny County,42
15228,Allegheny County,42
15229,Allegheny County,42
15232,Allegheny County,42
15233,Allegheny County,42
15234,Allegheny County,42
15235,Allegheny County,42
15236,Allegheny County,42
15237,Allegheny County,42
15238,Allegheny County,42
15239,Allegheny County,42
15241,Allegheny County,42
15243,Allegheny County,42
15260,Allegheny County,42
15275,Allegheny County,42
15282,Allegheny County,42
15290,Allegheny County,42
15301,Washington County,42
15310,Greene County,42
15311,Washington County,42
15312,Washington County,42
15313,Washington County,42
15314,Washington County,42
15315,Greene County,42
15316,Greene County,42
15317,Washington County,42
15320,Greene County,42
15321,Washington County,42
15322,Greene County,42
15323,Washington County,42
15324,Washington County,42
15325,Greene County,42
15327,Greene County,42
15329,Washington County,42
15330,Washington County,42
15331,Washington County,42
15332,Washington County,42
15333,Washington County,42
15334,Greene County,42
15337,Greene County,42
15338,Greene County,42
15340,Washington County,42
15341,Greene County,42
15342,Washington County,42
15344,Greene County,42
15345,Washington County,42
15346,Greene County,42
15347,Washington County,42
15348,Washington County,42
15349,Greene County,42
15350,Washington County,42
15351,Greene County,42
15352,Greene County,42
15353,Greene County,42
15357,Greene County,42
15358,Washington County,42
15359,Greene County,42
15360,Washington County,42
15361,Washington County,42
15362,Greene County,42
15363,Washington County,42
15364,Greene County,42
15365,Washington County,42
15366,Washington County,42
15367,Washington County,42
15368,Washington County,42
15370,Greene County,42
15376,Washington County,42
15377,Washington County,42
15378,Washington County,42
15379,Washington County,42
15380,Greene County,42
15401,Fayette County,42
15410,Fayette County,42
15411,Somerset County,42
15412,Washington County,42
15413,Fayette County,42
15416,Fayette County,42
15417,Washington County,42
15419,Washington County,42
15420,Fayette County,42
15421,Fayette County,42
15422,Fayette County,42
15423,Washington County,42
15424,Somerset County,42
15425,Fayette County,42
15427,Washington County,42
15428,Fayette County,42
15429,Washington County,42
15430,Fayette County,42
15431,Fayette County,42
15432,Washington County,42
15433,Fayette County,42
15434,Washington County,42
15435,Fayette County,42
15436,Fayette County,42
15437,Fayette County,42
15438,Fayette County,42
15440,Fayette County,42
15442,Fayette County,42
15443,Fayette County,42
15444,Fayette County,42
15445,Fayette County,42
15446,Fayette County,42
15447,Fayette County,42
15448,Westmoreland County,42
15449,Fayette County,42
15450,Fayette County,42
15451,Fayette County,42
15454,Fayette County,42
15455,Fayette County,42
15456,Fayette County,42
15458,Fayette County,42
15459,Fayette County,42
15460,Fayette County,42
15461,Fayette County,42
15462,Fayette County,42
15463,Fayette County,42
15464,Fayette County,42
15465,Fayette County,42
15466,Fayette County,42
15467,Fayette County,42
15468,Fayette County,42
15469,Fayette County,42
15470,Fayette County,42
15472,Fayette County,42
15473,Fayette County,42
15474,Fayette County,42
15475,Fayette County,42
15476,Fayette County,42
15477,Washington County,42
15478,Fayette County,42
15479,Westmoreland County,42
15480,Fayette County,42
15482,Fayette County,42
15483,Washington County,42
15484,Fayette County,42
15486,Fayette County,42
15488,Fayette County,42
15489,Fayette County,42
15490,Fayette County,42
15492,Fayette County,42
15501,Somerset County,42
15502,Somerset County,42
15510,Somerset County,42
15520,Somerset County,42
15521,Bedford County,42
15522,Bedford County,42
15530,Somerset County,42
15531,Somerset County,42
15532,Somerset County,42
15533,Bedford County,42
15534,Bedford County,42
15535,Bedford County,42
15536,Fulton County,42
15537,Bedford County,42
15538,Somerset County,42
15539,Bedford County,42
15540,Somerset County,42
15541,Somerset County,42
15542,Somerset County,42
15544,Somerset County,42
15545,Bedford County,42
15546,Somerset County,42
15547,Somerset County,42
15550,Bedford County,42
15551,Somerset County,42
15552,Somerset County,42
15554,Bedford County,42
15555,Somerset County,42
15557,Somerset County,42
15558,Somerset County,42
15559,Bedford County,42
15560,Somerset County,42
15561,Somerset County,42
15562,Somerset County,42
15563,Somerset County,42
15564,Somerset County,42
15565,Somerset County,42
15601,Westmoreland County,42
15610,Westmoreland County,42
15611,Westmoreland County,42
15612,Westmoreland County,42
15613,Westmoreland County,42
15615,Westmoreland County,42
15616,Westmoreland County,42
15617,Westmoreland County,42
15618,Armstrong County,42
15619,Westmoreland County,42
15620,Westmoreland County,42
15622,Fayette County,42
15623,Westmoreland County,42
15624,Westmoreland County,42
15625,Westmoreland County,42
15626,Westmoreland County,42
15627,Westmoreland County,42
15628,Westmoreland County,42
15629,Westmoreland County,42
15631,Fayette County,42
15632,Westmoreland County,42
15633,Westmoreland County,42
15634,Westmoreland County,42
15635,Westmoreland County,42
15636,Westmoreland County,42
15637,Westmoreland County,42
15638,Westmoreland County,42
15639,Westmoreland County,42
15640,Westmoreland County,42
15641,Westmoreland County,42
15642,Westmoreland County,42
15644,Westmoreland County,42
15646,Westmoreland County,42
15647,Westmoreland County,42
15650,Westmoreland County,42
15655,Westmoreland County,42
15656,Westmoreland County,42
15658,Westmoreland County,42
15660,Westmoreland County,42
15661,Westmoreland County,42
15662,Westmoreland County,42
15663,Westmoreland County,42
15665,Westmoreland County,42
15666,Westmoreland County,42
15668,Westmoreland County,42
15670,Westmoreland County,42
15671,Westmoreland County,42
15672,Westmoreland County,42
15673,Armstrong County,42
15674,Westmoreland County,42
15675,Westmoreland County,42
15676,Westmoreland County,42
15677,Westmoreland County,42
15678,Westmoreland County,42
15679,Westmoreland County,42
15680,Westmoreland County,42
15681,Indiana County,42
15682,Armstrong County,42
15683,Westmoreland County,42
15684,Westmoreland County,42
15686,Armstrong County,42
15687,Westmoreland County,42
15688,Westmoreland County,42
15689,Westmoreland County,42
15690,Armstrong County,42
15691,Westmoreland County,42
15692,Westmoreland County,42
15693,Westmoreland County,42
15695,Westmoreland County,42
15696,Westmoreland County,42
15697,Westmoreland County,42
15698,Westmoreland County,42
15701,Indiana County,42
15705,Indiana County,42
15710,Indiana County,42
15711,Jefferson County,42
15712,Indiana County,42
15713,Indiana County,42
15714,Cambria County,42
15715,Jefferson County,42
15716,Indiana County,42
15717,Indiana County,42
15720,Indiana County,42
15721,Clearfield County,42
15722,Cambria County,42
15723,Indiana County,42
15724,Indiana County,42
15725,Indiana County,42
15727,Indiana County,42
15728,Indiana County,42
15729,Indiana County,42
15730,Jefferson County,42
15731,Indiana County,42
15732,Indiana County,42
15733,Jefferson County,42
15734,Indiana County,42
15736,Armstrong County,42
15737,Cambria County,42
15738,Cambria County,42
15739,Indiana County,42
15741,Indiana County,42
15742,Indiana County,42
15744,Jefferson County,42
15745,Indiana County,42
15746,Indiana County,42
15747,Indiana County,42
15748,Indiana County,42
15750,Indiana County,42
15752,Indiana County,42
15753,Clearfield County,42
15754,Indiana County,42
15756,Indiana County,42
15757,Clearfield County,42
15759,Indiana County,42
15760,Cambria County,42
15761,Indiana County,42
15762,Cambria County,42
15763,Indiana County,42
15764,Jefferson County,42
15765,Indiana County,42
15767,Jefferson County,42
15770,Jefferson County,42
15771,Indiana County,42
15772,Indiana County,42
15773,Cambria County,42
15774,Armstrong County,42
15775,Cambria County,42
15776,Jefferson County,42
15777,Indiana County,42
15778,Jefferson County,42
15779,Westmoreland County,42
15780,Jefferson County,42
15781,Jefferson County,42
15783,Indiana County,42
15784,Jefferson County,42
15801,Clearfield County,42
15821,Elk County,42
15823,Elk County,42
15824,Jefferson County,42
15825,Jefferson County,42
15827,Elk County,42
15828,Forest County,42
15829,Jefferson County,42
15831,Elk County,42
15832,Cameron County,42
15834,Cameron County,42
15840,Jefferson County,42
15841,Elk County,42
15845,Elk County,42
15846,Elk County,42
15847,Jefferson County,42
15848,Clearfield County,42
15849,Clearfield County,42
15851,Jefferson County,42
15853,Elk County,42
15856,Clearfield County,42
15857,Elk County,42
15860,Jefferson County,42
15861,Cameron County,42
15863,Jefferson County,42
15864,Jefferson County,42
15865,Jefferson County,42
15866,Clearfield County,42
15868,Elk County,42
15870,Elk County,42
15901,Cambria County,42
15902,Cambria County,42
15904,Cambria County,42
15905,Cambria County,42
15906,Cambria County,42
15909,Cambria County,42
15920,Indiana County,42
15921,Cambria County,42
15922,Cambria County,42
15923,Westmoreland County,42
15924,Somerset County,42
15925,Cambria County,42
15926,Somerset County,42
15927,Cambria County,42
15928,Somerset County,42
15929,Indiana County,42
15930,Cambria County,42
15931,Cambria County,42
15934,Cambria County,42
15935,Somerset County,42
15936,Somerset County,42
15937,Somerset County,42
15938,Cambria County,42
15940,Cambria County,42
15942,Cambria County,42
15943,Cambria County,42
15944,Westmoreland County,42
15945,Cambria County,42
15946,Cambria County,42
15948,Cambria County,42
15949,Indiana County,42
15951,Cambria County,42
15952,Cambria County,42
15953,Somerset County,42
15954,Indiana County,42
15955,Cambria County,42
15956,Cambria County,42
15957,Indiana County,42
15958,Cambria County,42
15960,Cambria County,42
15961,Indiana County,42
15962,Cambria County,42
15963,Somerset County,42
16001,Butler County,42
16002,Butler County,42
16020,Butler County,42
16022,Butler County,42
16023,Butler County,42
16024,Butler County,42
16025,Butler County,42
16027,Butler County,42
16028,Armstrong County,42
16029,Butler County,42
16030,Butler County,42
16033,Butler County,42
16034,Butler County,42
16035,Butler County,42
16036,Clarion County,42
16037,Butler County,42
16038,Butler County,42
16040,Butler County,42
16041,Butler County,42
16045,Butler County,42
16046,Butler County,42
16048,Butler County,42
16049,Clarion County,42
16050,Butler County,42
16051,Butler County,42
16052,Butler County,42
16053,Butler County,42
16054,Clarion County,42
16055,Butler County,42
16056,Butler County,42
16057,Butler County,42
16059,Butler County,42
16061,Butler County,42
16063,Butler County,42
16066,Butler County,42
16101,Lawrence County,42
16102,Lawrence County,42
16105,Lawrence County,42
16110,Crawford County,42
16111,Crawford County,42
16112,Lawrence County,42
16113,Mercer County,42
16114,Mercer County,42
16115,Beaver County,42
16116,Lawrence County,42
16117,Lawrence County,42
16120,Lawrence County,42
16121,Mercer County,42
16123,Beaver County,42
16124,Mercer County,42
16125,Mercer County,42
16127,Mercer County,42
16130,Mercer County,42
16131,Crawford County,42
16132,Lawrence County,42
16133,Mercer County,42
16134,Crawford County,42
16136,Beaver County,42
16137,Mercer County,42
16140,Lawrence County,42
16141,Lawrence County,42
16142,Mercer County,42
16143,Lawrence County,42
16145,Mercer County,42
16146,Mercer County,42
16148,Mercer County,42
16150,Mercer County,42
16151,Mercer County,42
16153,Mercer County,42
16154,Mercer County,42
16155,Lawrence County,42
16156,Lawrence County,42
16157,Lawrence County,42
16159,Mercer County,42
16160,Lawrence County,42
16161,Mercer County,42
16172,Lawrence County,42
16201,Armstrong County,42
16210,Armstrong County,42
16211,Indiana County,42
16212,Armstrong County,42
16213,Clarion County,42
16214,Clarion County,42
16217,Forest County,42
16218,Armstrong County,42
16220,Clarion County,42
16222,Armstrong County,42
16223,Armstrong County,42
16224,Clarion County,42
16226,Armstrong County,42
16228,Armstrong County,42
16229,Armstrong County,42
16230,Clarion County,42
16232,Clarion County,42
16233,Clarion County,42
16235,Clarion County,42
16236,Armstrong County,42
16238,Armstrong County,42
16239,Forest County,42
16240,Jefferson County,42
16242,Clarion County,42
16244,Armstrong County,42
16245,Armstrong County,42
16246,Indiana County,42
16248,Clarion County,42
16249,Armstrong County,42
16250,Armstrong County,42
16253,Armstrong County,42
16254,Clarion County,42
16255,Clarion County,42
16256,Indiana County,42
16258,Clarion County,42
16259,Armstrong County,42
16260,Clarion County,42
16262,Armstrong County,42
16263,Armstrong County,42
16301,Venango County,42
16311,Mercer County,42
16312,Warren County,42
16313,Warren County,42
16314,Crawford County,42
16316,Crawford County,42
16317,Venango County,42
16319,Venango County,42
16321,Forest County,42
16322,Forest County,42
16323,Venango County,42
16326,Clarion County,42
16327,Crawford County,42
16328,Crawford County,42
16329,Warren County,42
16331,Clarion County,42
16332,Clarion County,42
16333,McKean County,42
16334,Clarion County,42
16335,Crawford County,42
16340,Warren County,42
16341,Venango County,42
16342,Venango County,42
16343,Venango County,42
16344,Venango County,42
16345,Warren County,42
16346,Venango County,42
16347,Warren County,42
16350,Warren County,42
16351,Warren County,42
16352,Warren County,42
16353,Forest County,42
16354,Venango County,42
16360,Crawford County,42
16361,Clarion County,42
16362,Venango County,42
16364,Venango County,42
16365,Warren County,42
16370,Forest County,42
16371,Warren County,42
16372,Venango County,42
16373,Venango County,42
16374,Venango County,42
16401,Erie County,42
16402,Warren County,42
16403,Crawford County,42
16404,Crawford County,42
16405,Warren County,42
16406,Crawford County,42
16407,Erie County,42
16410,Erie County,42
16411,Erie County,42
16412,Erie County,42
16415,Erie County,42
16416,Warren County,42
16417,Erie County,42
16420,Warren County,42
16421,Erie County,42
16422,Crawford County,42
16423,Erie County,42
16424,Crawford County,42
16426,Erie County,42
16427,Erie County,42
16428,Erie County,42
16430,Erie County,42
16433,Crawford County,42
16434,Crawford County,42
16435,Crawford County,42
16436,Warren County,42
16438,Erie County,42
16440,Crawford County,42
16441,Erie County,42
16442,Erie County,42
16443,Erie County,42
16444,Erie County,42
16475,Erie County,42
16501,Erie County,42
16502,Erie County,42
16503,Erie County,42
16504,Erie County,42
16505,Erie County,42
16506,Erie County,42
16507,Erie County,42
16508,Erie County,42
16509,Erie County,42
16510,Erie County,42
16511,Erie County,42
16546,Erie County,42
16550,Erie County,42
16563,Erie County,42
16601,Blair County,42
16602,Blair County,42
16611,Huntingdon County,42
16613,Cambria County,42
16616,Clearfield County,42
16617,Blair County,42
16619,Cambria County,42
16620,Clearfield County,42
16621,Huntingdon County,42
16622,Huntingdon County,42
16623,Huntingdon County,42
16624,Cambria County,42
16625,Blair County,42
16627,Clearfield County,42
16630,Cambria County,42
16631,Blair County,42
16633,Bedford County,42
16634,Huntingdon County,42
16635,Blair County,42
16636,Cambria County,42
16637,Blair County,42
16638,Huntingdon County,42
16639,Cambria County,42
16640,Cambria County,42
16641,Cambria County,42
16645,Clearfield County,42
16646,Cambria County,42
16647,Huntingdon County,42
16648,Blair County,42
16650,Bedford County,42
16651,Clearfield County,42
16652,Huntingdon County,42
16654,Huntingdon County,42
16655,Bedford County,42
16656,Clearfield County,42
16657,Huntingdon County,42
16659,Bedford County,42
16661,Clearfield County,42
16662,Blair County,42
16664,Bedford County,42
16665,Blair County,42
16666,Clearfield County,42
16667,Bedford County,42
16668,Cambria County,42
16669,Huntingdon County,42
16670,Bedford County,42
16671,Clearfield County,42
16672,Bedford County,42
16673,Blair County,42
16674,Huntingdon County,42
16675,Cambria County,42
16677,Centre County,42
16678,Bedford County,42
16679,Bedford County,42
16680,Clearfield County,42
16682,Blair County,42
16683,Huntingdon County,42
16684,Blair County,42
16685,Huntingdon County,42
16686,Blair County,42
16689,Fulton County,42
16691,Fulton County,42
16692,Clearfield County,42
16693,Blair County,42
